"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
13,"Thomas Beretta","FR","F","Orangeville, Ontario","Michigan Tech","orangeville ontario","Michigan Tech: 13 Thomas Beretta - Orangeville, Ontario (FR-F)",-80.0943113,43.9199788,20162017
14,"Gavin Gould","FR","F","North Vancouver, British Columbia","Michigan Tech","north vancouver british columbia","Michigan Tech: 14 Gavin Gould - North Vancouver, British Columbia (FR-F)",-123.0724139,49.3199816,20162017
15,"Jake Lucchini","SO","F","Trail, British Columbia","Michigan Tech","trail british columbia","Michigan Tech: 15 Jake Lucchini - Trail, British Columbia (SO-F)",-117.7117301,49.0965676,20162017
16,"Mason Blacklock","SO","F","White Rock, British Columbia","Michigan Tech","white rock british columbia","Michigan Tech: 16 Mason Blacklock - White Rock, British Columbia (SO-F)",-122.802962,49.0253085,20162017
19,"Chris Gerrie","FR","F","Red Deer, Alberta","Michigan Tech","red deer alberta","Michigan Tech: 19 Chris Gerrie - Red Deer, Alberta (FR-F)",-113.8112386,52.2681118,20162017
20,"Alex Smith","FR","F","Edmonton, Alberta","Michigan Tech","edmonton alberta","Michigan Tech: 20 Alex Smith - Edmonton, Alberta (FR-F)",-113.4909267,53.544389,20162017
21,"Todd Kiilunen","FR","D","Brighton, Michigan","Michigan Tech","brighton michigan","Michigan Tech: 21 Todd Kiilunen - Brighton, Michigan (FR-D)",-83.7802214,42.5294773,20162017
22,"Shane Hanna","SR","D","Salmon Arm, British Columbia","Michigan Tech","salmon arm british columbia","Michigan Tech: 22 Shane Hanna - Salmon Arm, British Columbia (SR-D)",-119.2838443,50.7001034,20162017
23,"Raymond Brice","FR","F","Houghton, Michigan","Michigan Tech","houghton michigan","Michigan Tech: 23 Raymond Brice - Houghton, Michigan (FR-F)",-88.5694182,47.1211331,20162017
24,"Evan Anderson","SO","F","Littleton, Colorado","Michigan Tech","littleton colorado","Michigan Tech: 24 Evan Anderson - Littleton, Colorado (SO-F)",-105.0166498,39.613321,20162017
25,"Mike Neville","SR","F","Woodbridge, Ontario","Michigan Tech","woodbridge ontario","Michigan Tech: 25 Mike Neville - Woodbridge, Ontario (SR-F)",-79.609243,43.7761753,20162017
27,"Tyler Heinonen","SR","F","Delano, Minnesota","Michigan Tech","delano minnesota","Michigan Tech: 27 Tyler Heinonen - Delano, Minnesota (SR-F)",-93.7891331,45.0419073,20162017
28,"Brent Baltus","SR","F","Nanaimo, British Columbia","Michigan Tech","nanaimo british columbia","Michigan Tech: 28 Brent Baltus - Nanaimo, British Columbia (SR-F)",-123.9400647,49.1658836,20162017
31,"Devin Kero","SO","G","Hancock, Michigan","Michigan Tech","hancock michigan","Michigan Tech: 31 Devin Kero - Hancock, Michigan (SO-G)",-88.5809563,47.1268714,20162017
35,"Matt Wintjes","SR","G","Holland Landing, Ontario","Michigan Tech","holland landing ontario","Michigan Tech: 35 Matt Wintjes - Holland Landing, Ontario (SR-G)",-79.487423,44.0998608,20162017
37,"Angus Redmond","FR","G","Langley, British Columbia","Michigan Tech","langley british columbia","Michigan Tech: 37 Angus Redmond - Langley, British Columbia (FR-G)",-122.6603519,49.1041779,20162017
1,"Brock Kautz","SO","G","Rochester, Minnesota","Minnesota","rochester minnesota","Minnesota: 01 Brock Kautz - Rochester, Minnesota (SO-G)",-92.4801989,44.0121221,20162017
2,"Jack Sadek","SO","D","Lakeville, Minnesota","Minnesota","lakeville minnesota","Minnesota: 02 Jack Sadek - Lakeville, Minnesota (SO-D)",-93.24272,44.6496868,20162017
3,"Jack Glover","JR","D","Golden Valley, Minnesota","Minnesota","golden valley minnesota","Minnesota: 03 Jack Glover - Golden Valley, Minnesota (JR-D)",-93.3600034,44.9917149,20162017
4,"Steve Johnson","JR","D","Excelsior, Minnesota","Minnesota","excelsior minnesota","Minnesota: 04 Steve Johnson - Excelsior, Minnesota (JR-D)",-93.5663455,44.9032963,20162017
5,"Ryan Lindgren","FR","D","Minneapolis, Minnesota","Minnesota","minneapolis minnesota","Minnesota: 05 Ryan Lindgren - Minneapolis, Minnesota (FR-D)",-93.2650108,44.977753,20162017
6,"Ryan Collins","JR","D","Bloomington, Minnesota","Minnesota","bloomington minnesota","Minnesota: 06 Ryan Collins - Bloomington, Minnesota (JR-D)",-93.2982799,44.840798,20162017
9,"Mike Szmatula","JR","F","Commerce Township, Michigan","Minnesota","commerce township michigan","Minnesota: 09 Mike Szmatula - Commerce Township, Michigan (JR-F)",-83.4882347,42.5750853,20162017
10,"Brent Gates Jr.","SO","F","Grand Rapids, Michigan","Minnesota","grand rapids michigan","Minnesota: 10 Brent Gates Jr. - Grand Rapids, Michigan (SO-F)",-85.6680863,42.9633599,20162017
11,"Luke Notermann","FR","F","Blaine, Minnesota","Minnesota","blaine minnesota","Minnesota: 11 Luke Notermann - Blaine, Minnesota (FR-F)",-93.2349489,45.1607987,20162017
12,"Joey Marooney","FR","F","Chaska, Minnesota","Minnesota","chaska minnesota","Minnesota: 12 Joey Marooney - Chaska, Minnesota (FR-F)",-93.6018389,44.7893446,20162017
13,"Taylor Cammarata","SR","F","Plymouth, Minnesota","Minnesota","plymouth minnesota","Minnesota: 13 Taylor Cammarata - Plymouth, Minnesota (SR-F)",-93.4555093,45.0105194,20162017
14,"Curt Simonson","SO","D","Grand Rapids, Minnesota","Minnesota","grand rapids minnesota","Minnesota: 14 Curt Simonson - Grand Rapids, Minnesota (SO-D)",-93.5302142,47.2371658,20162017
15,"Rem Pitlick","FR","F","Plymouth, Minnesota","Minnesota","plymouth minnesota","Minnesota: 15 Rem Pitlick - Plymouth, Minnesota (FR-F)",-93.4555093,45.0105194,20162017
16,"Jack Ramsey","SO","F","Chanhassen, Minnesota","Minnesota","chanhassen minnesota","Minnesota: 16 Jack Ramsey - Chanhassen, Minnesota (SO-F)",-93.5323103,44.8619645,20162017
17,"Tommy Novak","SO","F","River Falls, Wisconsin","Minnesota","river falls wisconsin","Minnesota: 17 Tommy Novak - River Falls, Wisconsin (SO-F)",-92.6238082,44.8613563,20162017
18,"Leon Bristedt","JR","F","Stockholm, Sweden","Minnesota","stockholm sweden","Minnesota: 18 Leon Bristedt - Stockholm, Sweden (JR-F)",18.0685808,59.3293235,20162017
19,"Vinni Lettieri","SR","F","Excelsior, Minnesota","Minnesota","excelsior minnesota","Minnesota: 19 Vinni Lettieri - Excelsior, Minnesota (SR-F)",-93.5663455,44.9032963,20162017
20,"Ryan Zuhlsdorf","FR","D","Edina, Minnesota","Minnesota","edina minnesota","Minnesota: 20 Ryan Zuhlsdorf - Edina, Minnesota (FR-D)",-93.3499489,44.8896866,20162017
21,"Connor Reilly","SR","F","Chanhassen, Minnesota","Minnesota","chanhassen minnesota","Minnesota: 21 Connor Reilly - Chanhassen, Minnesota (SR-F)",-93.5323103,44.8619645,20162017
22,"Tyler Sheehy","SO","F","Burnsville, Minnesota","Minnesota","burnsville minnesota","Minnesota: 22 Tyler Sheehy - Burnsville, Minnesota (SO-F)",-93.2777226,44.7677424,20162017
23,"Ryan Norman","SO","F","Maplewood, Minnesota","Minnesota","maplewood minnesota","Minnesota: 23 Ryan Norman - Maplewood, Minnesota (SO-F)",-92.9952153,44.9530215,20162017
25,"Justin Kloos","SR","F","Lakeville, Minnesota","Minnesota","lakeville minnesota","Minnesota: 25 Justin Kloos - Lakeville, Minnesota (SR-F)",-93.24272,44.6496868,20162017
26,"Darian Romanko","SO","F","Shoreview, Minnesota","Minnesota","shoreview minnesota","Minnesota: 26 Darian Romanko - Shoreview, Minnesota (SO-F)",-93.1471667,45.0791325,20162017
27,"Mitch Rogge","SR","F","Eden Prairie, Minnesota","Minnesota","eden prairie minnesota","Minnesota: 27 Mitch Rogge - Eden Prairie, Minnesota (SR-F)",-93.470786,44.8546856,20162017
28,"Jake Bischoff","SR","D","Grand Rapids, Minnesota","Minnesota","grand rapids minnesota","Minnesota: 28 Jake Bischoff - Grand Rapids, Minnesota (SR-D)",-93.5302142,47.2371658,20162017
29,"Tyler Nanne","FR","D","Edina, Minnesota","Minnesota","edina minnesota","Minnesota: 29 Tyler Nanne - Edina, Minnesota (FR-D)",-93.3499489,44.8896866,20162017
34,"Nick Lehr","JR","G","Roseville, Minnesota","Minnesota","roseville minnesota","Minnesota: 34 Nick Lehr - Roseville, Minnesota (JR-G)",-93.1566107,45.0060767,20162017
37,"Eric Schierhorn","SO","G","Anchorage, Alaska","Minnesota","anchorage alaska","Minnesota: 37 Eric Schierhorn - Anchorage, Alaska (SO-G)",-149.9002778,61.2180556,20162017
4,"Clint Lewis","JR","D","Burnsville, Minnesota","Minnesota State","burnsville minnesota","Minnesota State: 04 Clint Lewis - Burnsville, Minnesota (JR-D)",-93.2777226,44.7677424,20162017
5,"Carter Foguth","SR","D","Fenton, Michigan","Minnesota State","fenton michigan","Minnesota State: 05 Carter Foguth - Fenton, Michigan (SR-D)",-83.7049498,42.7978061,20162017
6,"Parker Tuomie","FR","F","Bremerhaven, Germany","Minnesota State","bremerhaven germany","Minnesota State: 06 Parker Tuomie - Bremerhaven, Germany (FR-F)",8.5809424,53.5395845,20162017
7,"Steen Cooper","SO","F","Duncan, British Columbia","Minnesota State","duncan british columbia","Minnesota State: 07 Steen Cooper - Duncan, British Columbia (SO-F)",-123.7079416,48.7786908,20162017
8,"Daniel Brickley","SO","D","Sandy, Utah","Minnesota State","sandy utah","Minnesota State: 08 Daniel Brickley - Sandy, Utah (SO-D)",-111.8389726,40.5649781,20162017
9,"Charlie Gerard","FR","F","Rocky River, Ohio","Minnesota State","rocky river ohio","Minnesota State: 09 Charlie Gerard - Rocky River, Ohio (FR-F)",-81.8497567,41.4768217,20162017
10,"Zeb Knutson","JR","F","Sioux Falls, South Dakota","Minnesota State","sioux falls south dakota","Minnesota State: 10 Zeb Knutson - Sioux Falls, South Dakota (JR-F)",-96.7311034,43.5445959,20162017
11,"Sean Flanagan","SR","D","Kindersly, Saskatchewan","Minnesota State","kindersly saskatchewan","Minnesota State: 11 Sean Flanagan - Kindersly, Saskatchewan (SR-D)",-109.1546825,51.4675266,20162017
12,"Max Coatta","SO","F","Minnetonka, Minnesota","Minnesota State","minnetonka minnesota","Minnesota State: 12 Max Coatta - Minnetonka, Minnesota (SO-F)",-93.4687489,44.9211836,20162017
13,"Chandler Madry","SO","F","Bakersfield, California","Minnesota State","bakersfield california","Minnesota State: 13 Chandler Madry - Bakersfield, California (SO-F)",-119.0187125,35.3732921,20162017
14,"Michael Bigelbach","FR","D","Red Wing, Minnesota","Minnesota State","red wing minnesota","Minnesota State: 14 Michael Bigelbach - Red Wing, Minnesota (FR-D)",-92.5369563,44.5660691,20162017
15,"C.J. Franklin","JR","F","Forest Lake, Minnesota","Minnesota State","forest lake minnesota","Minnesota State: 15 C.J. Franklin - Forest Lake, Minnesota (JR-F)",-92.9852183,45.2788561,20162017
16,"Jordan Nelson","SR","F","Williston, North Dakota","Minnesota State","williston north dakota","Minnesota State: 16 Jordan Nelson - Williston, North Dakota (SR-F)",-103.6179745,48.1469683,20162017
17,"Michael Huntebrinker","SR","F","Chesterfield, Missouri","Minnesota State","chesterfield missouri","Minnesota State: 17 Michael Huntebrinker - Chesterfield, Missouri (SR-F)",-90.5770675,38.6631083,20162017
18,"Ian Scheid","FR","D","Coon Rapids, Minnesota","Minnesota State","coon rapids minnesota","Minnesota State: 18 Ian Scheid - Coon Rapids, Minnesota (FR-D)",-93.3030063,45.1732394,20162017
19,"Brad McClure","JR","F","Stratford, Ontario","Minnesota State","stratford ontario","Minnesota State: 19 Brad McClure - Stratford, Ontario (JR-F)",-80.9822286,43.3700007,20162017
20,"Marc Michaelis","FR","F","Mannheim, Germany","Minnesota State","mannheim germany","Minnesota State: 20 Marc Michaelis - Mannheim, Germany (FR-F)",8.4660395,49.4874592,20162017
21,"Alec Vanko","SO","D","Oregon, Wisconsin","Minnesota State","oregon wisconsin","Minnesota State: 21 Alec Vanko - Oregon, Wisconsin (SO-D)",-89.3845634,42.9261116,20162017
23,"Nicholas Rivera","FR","F","Pacific Palisades, California","Minnesota State","pacific palisades california","Minnesota State: 23 Nicholas Rivera - Pacific Palisades, California (FR-F)",-118.5155901,34.0356331,20162017
24,"Edwin Hookenson","FR","D","Lampman, Saskatchewan","Minnesota State","lampman saskatchewan","Minnesota State: 24 Edwin Hookenson - Lampman, Saskatchewan (FR-D)",-102.7621115,49.3773069,20162017
25,"Zach Stepan","SR","F","Hastings, Minnesota","Minnesota State","hastings minnesota","Minnesota State: 25 Zach Stepan - Hastings, Minnesota (SR-F)",-92.8513706,44.7443293,20162017
26,"Josh French","FR","F","Woodbury, Minnesota","Minnesota State","woodbury minnesota","Minnesota State: 26 Josh French - Woodbury, Minnesota (FR-F)",-92.9593797,44.9238552,20162017
27,"Ryan Schwalbe","SO","F","Anchorage, Alaska","Minnesota State","anchorage alaska","Minnesota State: 27 Ryan Schwalbe - Anchorage, Alaska (SO-F)",-149.9002778,61.2180556,20162017
29,"Aaron Nelson","JR","G","Bismarck, North Dakota","Minnesota State","bismarck north dakota","Minnesota State: 29 Aaron Nelson - Bismarck, North Dakota (JR-G)",-100.7837392,46.8083268,20162017
34,"Cole Huggins","SR","G","Centennial, Colorado","Minnesota State","centennial colorado","Minnesota State: 34 Cole Huggins - Centennial, Colorado (SR-G)",-104.8771726,39.5807452,20162017
39,"Jason Pawloski","SO","G","Omaha, Nebraska","Minnesota State","omaha nebraska","Minnesota State: 39 Jason Pawloski - Omaha, Nebraska (SO-G)",-95.9979883,41.2523634,20162017
3,"Dan Molenaar","SR","D","Eden Prairie, Minnesota","Minnesota-Duluth","eden prairie minnesota","Minnesota-Duluth: 03 Dan Molenaar - Eden Prairie, Minnesota (SR-D)",-93.470786,44.8546856,20162017
4,"Neal Pionk","SO","D","Hermantown, Minnesota","Minnesota-Duluth","hermantown minnesota","Minnesota-Duluth: 04 Neal Pionk - Hermantown, Minnesota (SO-D)",-92.2382464,46.8068852,20162017
5,"Nick Wolff","FR","D","Eagan, Minnesota","Minnesota-Duluth","eagan minnesota","Minnesota-Duluth: 05 Nick Wolff - Eagan, Minnesota (FR-D)",-93.1668858,44.8041322,20162017
7,"Adam Johnson","SO","F","Hibbing, Minnesota","Minnesota-Duluth","hibbing minnesota","Minnesota-Duluth: 07 Adam Johnson - Hibbing, Minnesota (SO-F)",-92.9376887,47.4271546,20162017
8,"Kyle Osterberg","SR","W","Lakeville, Minnesota","Minnesota-Duluth","lakeville minnesota","Minnesota-Duluth: 08 Kyle Osterberg - Lakeville, Minnesota (SR-W)",-93.24272,44.6496868,20162017
10,"Brenden Kotyk","SR","D","Regina, Saskatchewan","Minnesota-Duluth","regina saskatchewan","Minnesota-Duluth: 10 Brenden Kotyk - Regina, Saskatchewan (SR-D)",-104.6188944,50.4452112,20162017
11,"Avery Peterson","JR","F","Grand Rapids, Minnesota","Minnesota-Duluth","grand rapids minnesota","Minnesota-Duluth: 11 Avery Peterson - Grand Rapids, Minnesota (JR-F)",-93.5302142,47.2371658,20162017
12,"Jarod Hilderman","FR","D","Kamsack, Saskatchewan","Minnesota-Duluth","kamsack saskatchewan","Minnesota-Duluth: 12 Jarod Hilderman - Kamsack, Saskatchewan (FR-D)",-101.8984151,51.5648837,20162017
13,"Joey Anderson","FR","F","Roseville, Minnesota","Minnesota-Duluth","roseville minnesota","Minnesota-Duluth: 13 Joey Anderson - Roseville, Minnesota (FR-F)",-93.1566107,45.0060767,20162017
14,"Alex Iafallo","SR","W","Eden, New York","Minnesota-Duluth","eden new york","Minnesota-Duluth: 14 Alex Iafallo - Eden, New York (SR-W)",-78.8969785,42.652282,20162017
15,"Willie Raskob","SR","D","Hastings, Minnesota","Minnesota-Duluth","hastings minnesota","Minnesota-Duluth: 15 Willie Raskob - Hastings, Minnesota (SR-D)",-92.8513706,44.7443293,20162017
16,"Billy Exell","SO","F","Thunder Bay, Ontario","Minnesota-Duluth","thunder bay ontario","Minnesota-Duluth: 16 Billy Exell - Thunder Bay, Ontario (SO-F)",-89.2476823,48.3808951,20162017
17,"Blake Young","JR","F","Battleford, Saskatchewan","Minnesota-Duluth","battleford saskatchewan","Minnesota-Duluth: 17 Blake Young - Battleford, Saskatchewan (JR-F)",-108.3052431,52.7362682,20162017
18,"Nick McCormack","JR","D","Ramsey, Minnesota","Minnesota-Duluth","ramsey minnesota","Minnesota-Duluth: 18 Nick McCormack - Ramsey, Minnesota (JR-D)",-93.45,45.2611,20162017
19,"Dominic Toninato","SR","C","Duluth, Minnesota","Minnesota-Duluth","duluth minnesota","Minnesota-Duluth: 19 Dominic Toninato - Duluth, Minnesota (SR-C)",-92.1004852,46.7866719,20162017
20,"Karson Kuhlman","JR","W","Esko, Minnesota","Minnesota-Duluth","esko minnesota","Minnesota-Duluth: 20 Karson Kuhlman - Esko, Minnesota (JR-W)",-92.3631247,46.7070314,20162017
21,"Carson Soucy","SR","D","Irma, Alberta","Minnesota-Duluth","irma alberta","Minnesota-Duluth: 21 Carson Soucy - Irma, Alberta (SR-D)",-111.2303788,52.913377,20162017
22,"Jared Thomas","JR","C","Hermantown, Minnesota","Minnesota-Duluth","hermantown minnesota","Minnesota-Duluth: 22 Jared Thomas - Hermantown, Minnesota (JR-C)",-92.2382464,46.8068852,20162017
24,"Will Campion","FR","D","Seaford, New York","Minnesota-Duluth","seaford new york","Minnesota-Duluth: 24 Will Campion - Seaford, New York (FR-D)",-73.4881809,40.6659344,20162017
25,"Peter Krieger *","JR","F","Oakdale, Minnesota","Minnesota-Duluth","oakdale minnesota","Minnesota-Duluth: 25 Peter Krieger * - Oakdale, Minnesota (JR-F)",-92.9649361,44.9630216,20162017
26,"Jade Miller","FR","F","Minto, North Dakota","Minnesota-Duluth","minto north dakota","Minnesota-Duluth: 26 Jade Miller - Minto, North Dakota (FR-F)",-97.3714652,48.2916547,20162017
27,"Riley Tufte","FR","F","Blaine, Minnesota","Minnesota-Duluth","blaine minnesota","Minnesota-Duluth: 27 Riley Tufte - Blaine, Minnesota (FR-F)",-93.2349489,45.1607987,20162017
28,"Sammy Spurrell","JR","W","Sherwood, Alberta","Minnesota-Duluth","sherwood alberta","Minnesota-Duluth: 28 Sammy Spurrell - Sherwood, Alberta (JR-W)",-113.2957365,53.5412083,20162017
32,"Hunter Shepard","FR","G","Cohasset, Minnesota","Minnesota-Duluth","cohasset minnesota","Minnesota-Duluth: 32 Hunter Shepard - Cohasset, Minnesota (FR-G)",-93.6221657,47.2640071,20162017
35,"Hunter Miska","FR","G","Stacy, Minnesota","Minnesota-Duluth","stacy minnesota","Minnesota-Duluth: 35 Hunter Miska - Stacy, Minnesota (FR-G)",-92.9874404,45.3980205,20162017
37,"Nick Deery","FR","G","La Crosse, Wisconsin","Minnesota-Duluth","la crosse wisconsin","Minnesota-Duluth: 37 Nick Deery - La Crosse, Wisconsin (FR-G)",-91.2395807,43.8013556,20162017
39,"Parker Mackay","SO","F","Irma, Alberta","Minnesota-Duluth","irma alberta","Minnesota-Duluth: 39 Parker Mackay - Irma, Alberta (SO-F)",-111.2303788,52.913377,20162017
1,"Alex Blankenburg","SO","G","Washington, Michigan","Nebraska-Omaha","washington michigan","Nebraska-Omaha: 01 Alex Blankenburg - Washington, Michigan (SO-G)",-83.0576156,42.7509332,20162017
4,"Luc Snuggerud","JR","D","Eden Prairie, Minnesota","Nebraska-Omaha","eden prairie minnesota","Nebraska-Omaha: 04 Luc Snuggerud - Eden Prairie, Minnesota (JR-D)",-93.470786,44.8546856,20162017
5,"Joel Messner","JR","D","Lorette, Manitoba","Nebraska-Omaha","lorette manitoba","Nebraska-Omaha: 05 Joel Messner - Lorette, Manitoba (JR-D)",-96.8743275,49.7396213,20162017
